country_code,h3,institution_count
US,32,3109
CN,29,1059
GB,23,395
DE,22,372
IT,22,174
ES,20,128
FR,20,327
AU,19,98
CA,19,235
IN,18,1121
JP,17,868
KR,17,316
BR,15,422
GR,15,53
SA,15,51
TW,15,148
CH,14,86
NL,14,87
SE,14,47
AE,13,49
IR,13,294
MY,13,85
PK,13,177
AT,12,80
ID,12,520
PL,12,200
PT,12,109
TR,12,201
BE,11,59
CZ,11,51
EG,11,83
FI,11,44
JO,11,27
MA,11,72
MX,11,306
BD,10,109
DZ,10,74
HU,10,51
IE,10,28
IL,10,50
RO,10,86
RU,10,676
TH,10,134
VN,10,128
ZA,10,44
AR,9,93
CL,9,68
HK,9,13
IQ,9,66
NO,9,47
TN,9,36
CO,8,179
DK,8,42
NG,8,147
NZ,8,29
OM,8,22
SG,8,35
UA,8,219
BG,7,50
CY,7,29
EC,7,61
LK,7,23
PS,7,16
RS,7,24
SK,7,33
GH,6,52
HR,6,37
KW,6,10
KZ,6,70
LB,6,32
PE,6,89
PH,6,197
SI,6,42
UZ,6,52
AZ,5,30
BA,5,20
BH,5,12
CM,5,20
CU,5,26
ET,5,40
KE,5,59
LV,5,28
MK,5,13
NP,5,21
QA,5,20
TZ,5,33
YE,5,21
AL,4,26
AM,4,14
BW,4,5
BY,4,40
CR,4,35
EE,4,13
GT,4,10
JM,4,6
LT,4,34
LY,4,15
MM,4,52
MN,4,17
MO,4,5
MU,4,6
