country_code,h3,institution_count
GB,2,31
US,2,99
AE,1,2
AR,1,1
AT,1,1
AU,1,11
BD,1,1
BE,1,4
BF,1,1
BJ,1,1
BR,1,3
CA,1,16
CH,1,2
CI,1,2
CM,1,2
CN,1,12
DE,1,9
DK,1,1
EG,1,1
ES,1,1
ET,1,1
FI,1,1
FR,1,9
GA,1,1
GH,1,1
IE,1,3
IN,1,5
IR,1,3
IT,1,3
JO,1,1
JP,1,1
KR,1,1
LU,1,1
MA,1,1
MO,1,1
MT,1,1
MX,1,1
MY,1,1
NG,1,1
NL,1,9
NO,1,1
NZ,1,2
PG,1,1
PK,1,2
PL,1,1
RU,1,1
SA,1,1
SD,1,1
SE,1,3
SG,1,2
TW,1,1
UA,1,3
VE,1,1
