country_code,h3,institution_count
US,10,1332
GB,7,207
AU,6,49
CA,6,97
ES,5,97
BE,4,21
BR,4,222
DE,4,162
FI,4,13
FR,4,115
IN,4,400
MX,4,122
NL,4,34
NO,4,21
NZ,4,16
SE,4,26
AR,3,53
AT,3,39
CH,3,34
CL,3,49
CO,3,92
DK,3,17
GR,3,28
HK,3,9
IE,3,16
IL,3,19
IT,3,84
KR,3,131
PE,3,53
PT,3,44
RU,3,127
SI,3,8
ZA,3,20
AE,2,17
BD,2,31
BG,2,10
BO,2,15
CN,2,219
CR,2,15
CU,2,13
CZ,2,22
EC,2,42
EE,2,7
EG,2,21
GH,2,9
HR,2,10
HU,2,21
ID,2,158
IR,2,43
JP,2,140
LT,2,13
MT,2,3
MY,2,38
NG,2,57
PK,2,64
PL,2,50
PR,2,10
RO,2,33
RS,2,9
SA,2,18
SG,2,11
SK,2,10
TR,2,133
TW,2,46
UA,2,53
UY,2,7
VE,2,19
ZW,2,4
AF,1,2
AL,1,4
AM,1,2
AO,1,1
AZ,1,2
BA,1,4
BB,1,2
BH,1,2
BI,1,2
BJ,1,2
BN,1,2
BS,1,2
BW,1,1
BY,1,3
CD,1,5
CM,1,4
CV,1,1
CY,1,11
DO,1,6
DZ,1,15
ET,1,5
FJ,1,2
GA,1,1
GE,1,4
GT,1,6
GU,1,1
GY,1,1
HN,1,5
HT,1,1
IQ,1,20
IS,1,3
JM,1,1
JO,1,12
