country_code,h3,institution_count
ES,7,81
AR,3,33
MX,3,62
CL,2,40
CO,2,84
CR,2,9
CU,2,17
EC,2,37
PA,2,3
PE,2,22
US,2,120
AE,1,2
AL,1,2
AM,1,2
AT,1,2
AU,1,4
BD,1,3
BG,1,2
BJ,1,1
BO,1,5
BR,1,39
CA,1,4
CH,1,1
CI,1,1
CN,1,10
CZ,1,6
DE,1,11
DK,1,2
DO,1,2
EE,1,1
EG,1,3
FI,1,3
FR,1,5
GB,1,15
GE,1,1
GH,1,2
GR,1,2
GT,1,1
HK,1,1
HN,1,2
HR,1,3
HU,1,8
ID,1,75
IL,1,1
IN,1,26
IR,1,8
IT,1,1
JP,1,4
KG,1,1
KH,1,1
KR,1,3
KZ,1,3
LB,1,1
LK,1,2
LT,1,4
LV,1,4
LY,1,1
MD,1,2
MK,1,1
MM,1,1
MN,1,1
MY,1,16
MZ,1,1
NG,1,2
NI,1,3
NL,1,2
NO,1,2
NZ,1,1
PH,1,16
PK,1,6
PL,1,8
PR,1,3
PT,1,14
PY,1,5
RE,1,1
RO,1,11
RS,1,1
RU,1,11
SA,1,2
SE,1,2
SI,1,2
SK,1,8
SN,1,1
SV,1,2
TH,1,6
TJ,1,1
TL,1,2
TR,1,72
TW,1,1
UA,1,7
UG,1,1
UY,1,5
UZ,1,1
VE,1,11
VN,1,4
ZA,1,9
