country_code,h3,institution_count
US,15,783
IT,12,76
DE,11,132
FR,10,115
GB,10,128
JP,10,288
CA,9,55
CN,9,416
ES,9,75
NL,8,30
AT,7,35
BE,7,16
PL,7,65
AU,6,45
BR,6,156
CH,6,28
FI,6,12
KR,6,111
SE,6,24
TR,6,102
MX,5,84
TW,5,51
DK,4,12
GR,4,20
IE,4,11
IL,4,12
IR,4,87
NO,4,7
PT,4,31
RU,4,91
ZA,4,15
AR,3,32
CO,3,43
EG,3,28
HK,3,7
HU,3,11
ID,3,56
IN,3,316
LT,3,7
MY,3,25
RO,3,18
SA,3,34
SG,3,13
TH,3,23
TN,3,12
UA,3,38
AE,2,12
AL,2,6
BD,2,17
BG,2,13
BY,2,8
CL,2,17
CU,2,10
CY,2,8
CZ,2,13
DZ,2,16
EC,2,17
EE,2,6
GE,2,7
HR,2,13
IS,2,2
JO,2,8
KE,2,6
KZ,2,11
LB,2,7
LK,2,6
MA,2,9
NG,2,32
NP,2,8
NZ,2,8
PE,2,15
PH,2,21
PK,2,40
PR,2,7
QA,2,3
RS,2,6
SI,2,10
SK,2,7
SO,2,5
VE,2,10
VN,2,26
AF,1,1
AG,1,1
AM,1,1
AO,1,1
AW,1,1
AZ,1,2
BA,1,3
BB,1,1
BF,1,1
BH,1,3
BJ,1,2
BN,1,1
BO,1,3
BS,1,1
BW,1,2
BZ,1,1
CD,1,7
CF,1,1
CG,1,1
CI,1,2
