country_code,h3,institution_count
CN,19,847
US,14,1206
ES,13,85
CA,11,112
IT,11,89
AU,10,46
BR,10,287
DE,10,177
FR,10,181
GB,10,170
IN,9,733
JP,9,326
SE,9,29
GR,8,36
KR,8,151
NL,8,36
PL,8,81
PT,8,48
AR,7,53
CH,7,28
CZ,7,26
IR,7,210
NG,7,136
PK,7,139
ZA,7,34
BD,6,80
BE,6,22
CL,6,46
DK,6,13
EG,6,48
HK,6,10
HU,6,22
MX,6,130
MY,6,60
TR,6,149
TW,6,95
AT,5,28
CO,5,91
FI,5,29
GH,5,34
ID,5,198
IE,5,18
IL,5,23
MA,5,30
NO,5,16
NZ,5,16
RO,5,46
RU,5,199
SA,5,40
TH,5,79
AE,4,22
CM,4,14
DZ,4,51
EC,4,43
ET,4,35
IQ,4,46
JO,4,20
KE,4,36
LK,4,15
LT,4,12
PE,4,52
PH,4,83
SK,4,19
TN,4,16
VN,4,91
BF,3,4
BG,3,23
CI,3,8
CR,3,10
CY,3,11
HR,3,12
KZ,3,34
LB,3,13
MW,3,6
NP,3,13
RS,3,13
SI,3,15
TZ,3,26
UA,3,68
UG,3,17
VE,3,18
AF,2,8
AL,2,11
AM,2,7
AZ,2,8
BA,2,13
BH,2,5
BI,2,3
BJ,2,7
BO,2,11
BW,2,2
CD,2,12
CU,2,10
EE,2,6
GE,2,7
GT,2,4
IS,2,4
JM,2,3
KH,2,8
KW,2,4
LU,2,2
