country_code,h3,institution_count
US,44,2663
CN,34,1024
DE,32,333
JP,29,880
GB,28,332
IT,27,139
FR,25,274
KR,24,290
CA,22,197
ES,22,122
AU,20,77
IN,18,1060
PL,18,173
TW,17,137
BR,16,394
NL,16,73
AT,14,60
IR,13,266
MX,13,243
RU,13,492
TR,13,195
AR,12,83
BE,12,49
CH,12,69
PT,12,80
SE,12,41
CL,11,62
CZ,11,39
EG,11,64
GR,10,52
IE,10,27
MY,10,76
PK,10,164
SA,10,49
TH,10,114
VN,10,115
ZA,10,36
BD,9,103
FI,9,33
HU,9,38
IL,9,45
AE,8,38
DK,8,37
ID,8,388
NO,8,37
NZ,8,26
RO,8,62
SG,8,32
BG,7,42
CO,7,129
HK,7,10
MA,7,44
PR,7,29
SK,7,27
TN,7,30
CY,6,22
DZ,6,63
IQ,6,60
JO,6,25
LB,6,21
NG,6,140
NP,6,17
PE,6,77
PH,6,145
RS,6,16
UA,6,150
CM,5,18
EC,5,56
ET,5,35
GH,5,29
LK,5,20
LT,5,23
LV,5,16
MN,5,12
SD,5,40
SI,5,27
VE,5,32
AM,4,12
AZ,4,18
BA,4,14
BO,4,29
BY,4,29
CR,4,22
CU,4,23
DO,4,16
EE,4,12
GE,4,23
HR,4,26
KE,4,40
KZ,4,47
MO,4,4
OM,4,20
PS,4,16
BH,3,10
CI,3,9
HN,3,7
IS,3,8
JM,3,5
KH,3,12
KN,3,4
KP,3,5
