country_code,h3,institution_count
US,20,2450
CN,16,1470
DE,14,310
GB,14,362
CA,13,174
JP,13,884
AU,12,99
FR,12,231
IT,12,162
ES,11,167
KR,11,357
NL,11,72
BR,10,574
BE,9,40
CH,9,60
SE,9,51
TH,9,158
TW,9,188
EG,8,100
FI,8,38
IR,8,381
TR,8,272
DK,7,35
IL,7,39
IN,7,1563
MX,7,239
MY,7,103
PL,7,165
AT,6,53
CZ,6,46
HK,6,18
IE,6,25
NG,6,242
NO,6,27
NZ,6,29
PK,6,243
PT,6,74
RU,6,396
SA,6,84
ZA,6,51
AR,5,85
ET,5,66
GR,5,54
HU,5,35
RS,5,21
SG,5,33
TN,5,32
AE,4,40
BD,4,136
BG,4,36
CL,4,78
CM,4,19
CO,4,177
CU,4,39
GH,4,36
HR,4,16
ID,4,463
IQ,4,99
JO,4,39
LB,4,25
LK,4,29
MA,4,40
MO,4,6
PH,4,133
RO,4,71
SK,4,26
UA,4,155
VN,4,135
BA,3,14
BH,3,6
CR,3,24
CY,3,21
DZ,3,75
EC,3,78
GE,3,18
IS,3,8
JM,3,8
KE,3,43
KZ,3,44
LT,3,18
MK,3,11
NP,3,30
OM,3,13
PE,3,108
PR,3,35
SI,3,16
UY,3,8
AM,2,12
AZ,2,13
BF,2,7
BI,2,3
BJ,2,6
BO,2,22
BW,2,7
BY,2,15
BZ,2,4
CD,2,22
CI,2,14
EE,2,8
GP,2,2
GT,2,11
