country_code,h3,institution_count
US,19,1232
GB,12,171
CA,11,102
CN,9,627
DE,9,155
AU,8,52
ES,8,75
FR,8,140
IN,8,545
IT,8,72
NL,8,35
JP,7,238
BE,6,20
BR,6,156
CH,6,30
GR,6,25
IR,6,165
KR,6,121
PK,6,95
SA,6,38
SE,6,25
TR,6,143
TW,6,93
ZA,6,27
AT,5,26
EG,5,53
FI,5,16
HK,5,9
IL,5,29
MY,5,51
NG,5,105
NZ,5,11
PL,5,69
RU,5,132
CL,4,38
DK,4,8
DZ,4,42
IE,4,12
IQ,4,44
MX,4,72
PT,4,34
TH,4,51
AE,3,22
AR,3,28
BD,3,37
CO,3,65
CY,3,9
CZ,3,18
EE,3,3
GH,3,18
HU,3,21
ID,3,143
JO,3,22
KE,3,30
MA,3,22
NO,3,17
RO,3,25
RS,3,7
SG,3,13
SK,3,15
VN,3,47
BG,2,16
BJ,2,3
BW,2,3
CI,2,5
CM,2,8
CR,2,9
CU,2,8
EC,2,25
ET,2,25
HR,2,7
KW,2,5
KZ,2,15
LB,2,7
LK,2,13
LT,2,7
LY,2,8
MO,2,3
NP,2,9
OM,2,9
PE,2,30
PH,2,54
PR,2,10
PS,2,14
QA,2,6
RW,2,3
SN,2,4
TG,2,2
TN,2,12
TZ,2,9
UA,2,51
UG,2,7
UZ,2,19
VE,2,10
XK,2,3
YE,2,11
AF,1,6
AG,1,2
AL,1,6
AM,1,3
AZ,1,8
