country_code,h3,institution_count
CN,20,846
US,16,913
FR,14,146
JP,14,387
DE,13,160
IN,13,762
GB,11,135
IT,11,65
KR,11,171
ES,10,67
RU,10,256
AU,9,43
CA,9,73
PL,9,72
TW,9,101
BR,8,162
NL,8,21
PK,8,116
AT,7,28
CZ,7,21
SA,7,38
TR,7,140
BE,6,15
CH,6,25
DZ,6,55
GR,6,23
IL,6,10
IR,6,172
MA,6,24
MX,6,83
MY,6,52
PT,6,21
SE,6,19
UA,6,82
VN,6,71
AR,5,26
EG,5,46
FI,5,13
HK,5,8
RO,5,26
TH,5,62
TN,5,16
AE,4,14
BD,4,57
BY,4,20
CL,4,32
CO,4,50
DK,4,12
ID,4,104
IE,4,10
KZ,4,21
NZ,4,10
SG,4,16
SK,4,14
ZA,4,24
AZ,3,17
BG,3,24
CM,3,8
ET,3,20
GE,3,9
HU,3,19
IQ,3,45
JO,3,17
LT,3,6
NG,3,67
PR,3,8
RS,3,8
SI,3,10
AM,2,5
BA,2,3
BF,2,2
CU,2,8
CY,2,8
EC,2,13
EE,2,4
GH,2,9
HR,2,10
KE,2,13
KP,2,3
LB,2,11
LK,2,15
LV,2,3
LY,2,6
MD,2,4
MK,2,3
MN,2,6
MO,2,4
MZ,2,2
NO,2,10
NP,2,9
OM,2,8
PE,2,16
PH,2,30
PS,2,5
QA,2,4
SD,2,19
SN,2,4
TJ,2,3
UZ,2,19
VE,2,8
YE,2,8
