country_code,h3,institution_count
CN,17,779
US,16,906
BR,12,346
DE,11,139
AU,10,52
ES,10,67
GB,10,152
IT,10,77
CA,9,93
FR,9,130
IN,9,765
ID,8,441
IR,7,163
TR,7,96
ZA,7,31
AR,6,56
BD,6,72
CH,6,23
ET,6,36
JP,6,194
NG,6,108
PK,6,120
RU,6,352
BE,5,15
CZ,5,17
EG,5,41
HU,5,23
IL,5,16
MA,5,30
MX,5,115
MY,5,51
NL,5,22
NZ,5,15
PL,5,52
PT,5,52
SE,5,20
TH,5,57
TN,5,20
CL,4,38
CO,4,100
DK,4,7
GH,4,26
GR,4,24
IE,4,11
KE,4,35
KR,4,81
NP,4,14
RO,4,31
SA,4,32
SK,4,15
VN,4,50
AE,3,9
AT,3,19
CM,3,10
DZ,3,50
EC,3,43
FI,3,14
GE,3,10
HK,3,7
IQ,3,40
JO,3,14
KZ,3,42
LK,3,18
LT,3,10
NO,3,11
PE,3,54
RS,3,9
SD,3,22
TW,3,54
TZ,3,22
UA,3,93
UG,3,15
UZ,3,37
VE,3,24
ZW,3,13
AF,2,15
AL,2,7
AM,2,5
AZ,2,19
BA,2,6
BF,2,4
BG,2,17
BJ,2,5
BN,2,4
BO,2,16
BW,2,4
BY,2,15
CD,2,15
CI,2,8
CR,2,12
CU,2,18
CY,2,8
EE,2,6
HR,2,7
KG,2,13
LA,2,2
LB,2,5
LV,2,9
LY,2,8
MK,2,5
ML,2,3
