country_code,h3,institution_count
US,14,1593
GB,12,234
AU,11,62
CA,10,130
CN,8,739
ES,8,99
ID,8,486
NL,8,49
DE,7,290
MY,7,83
NZ,7,22
PK,7,152
TR,7,188
TW,7,130
ZA,7,38
BE,6,22
CH,6,51
FI,6,30
FR,6,137
GH,6,47
HK,6,12
IN,6,734
IT,6,83
KR,6,173
NO,6,27
SE,6,32
AE,5,37
AT,5,50
BR,5,246
CO,5,154
DK,5,25
IE,5,18
IL,5,35
IR,5,219
PT,5,70
SA,5,42
TH,5,86
BD,4,81
CL,4,51
CY,4,21
EG,4,52
GR,4,35
MX,4,176
NG,4,121
RO,4,48
SG,4,21
VN,4,83
AR,3,64
CR,3,24
CU,3,22
CZ,3,27
EC,3,54
ET,3,36
HU,3,23
IQ,3,43
JO,3,25
JP,3,188
KE,3,52
KW,3,10
LB,3,21
LK,3,20
LT,3,21
MO,3,5
NP,3,18
OM,3,17
PE,3,76
PH,3,150
PL,3,76
RS,3,18
RU,3,128
SI,3,17
TN,3,15
TZ,3,24
UG,3,24
VE,3,32
ZW,3,12
AF,2,13
AL,2,15
BA,2,13
BG,2,19
BH,2,9
BJ,2,4
BO,2,21
BT,2,3
CD,2,12
CM,2,15
EE,2,11
FJ,2,2
GE,2,13
GT,2,8
HR,2,18
IS,2,3
JM,2,5
KG,2,10
KH,2,12
KZ,2,27
LV,2,18
MA,2,31
ME,2,5
MK,2,10
MN,2,10
