country_code,h3,institution_count
US,20,1319
CN,16,785
DE,15,200
FR,14,164
GB,14,193
CA,12,95
IT,12,80
JP,12,415
ES,11,74
AU,10,49
NL,10,37
PL,10,83
SE,9,26
AT,8,31
BE,8,20
BR,8,154
IN,8,616
KR,8,140
RU,8,301
CH,7,37
HU,7,26
TW,7,83
CZ,6,25
FI,6,15
GR,6,22
HK,6,8
IL,6,17
TR,6,109
AR,5,31
DK,5,13
EG,5,47
IE,5,14
IR,5,147
PT,5,28
SA,5,40
ZA,5,23
CL,4,27
MX,4,70
NO,4,16
NZ,4,13
PK,4,81
RO,4,37
TH,4,47
UA,4,71
BD,3,47
BG,3,18
CO,3,40
DZ,3,36
HR,3,7
IQ,3,40
JO,3,15
MY,3,37
NG,3,67
PR,3,18
RS,3,12
SG,3,17
SI,3,7
SK,3,15
TN,3,14
UZ,3,26
VN,3,52
AE,2,17
AL,2,4
BY,2,17
CM,2,6
CU,2,8
EE,2,9
ET,2,20
GE,2,9
GH,2,8
ID,2,104
KE,2,12
KW,2,4
KZ,2,24
LB,2,7
LK,2,7
LT,2,9
LV,2,7
LY,2,7
MA,2,19
ME,2,2
MK,2,4
MO,2,3
NP,2,4
OM,2,6
PE,2,13
PH,2,25
PS,2,10
PY,2,3
QA,2,5
SD,2,8
SN,2,2
SY,2,7
TJ,2,4
UY,2,4
VE,2,12
YE,2,6
ZM,2,4
AD,1,1
AF,1,4
AM,1,6
