country_code,h3,institution_count
ES,9,98
US,9,1290
AU,6,49
CA,6,99
DE,6,179
FI,6,27
GB,6,157
AR,5,70
BR,5,214
CN,5,532
CO,5,150
GR,5,35
HK,5,13
IL,5,29
MA,5,37
NL,5,36
SE,5,31
AT,4,38
BG,4,21
CH,4,39
CL,4,53
EC,4,57
FR,4,115
ID,4,373
IE,4,21
IN,4,459
IT,4,75
JP,4,188
MX,4,165
MY,4,63
NZ,4,18
PT,4,53
RO,4,37
SK,4,17
TR,4,122
ZA,4,29
AE,3,30
BE,3,25
CR,3,17
CU,3,22
CY,3,14
DK,3,15
EE,3,6
GH,3,19
HR,3,18
HU,3,23
KR,3,75
LK,3,14
LT,3,13
NG,3,90
NO,3,20
OM,3,18
PE,3,79
PH,3,126
RS,3,15
RU,3,115
SA,3,40
SG,3,12
TH,3,69
TN,3,15
TW,3,79
UY,3,8
VE,3,28
VN,3,50
BA,2,9
BD,2,51
BN,2,4
BO,2,21
CZ,2,19
DZ,2,30
EG,2,37
FJ,2,3
GT,2,6
IQ,2,31
IR,2,82
IS,2,2
JM,2,4
JO,2,23
KE,2,29
KH,2,6
KW,2,7
KZ,2,25
LV,2,12
MK,2,9
MO,2,4
MT,2,3
MU,2,5
NI,2,9
NP,2,4
PA,2,10
PK,2,95
PL,2,35
PR,2,14
PS,2,12
PY,2,15
QA,2,8
SI,2,10
TZ,2,15
UZ,2,22
ZM,2,4
AF,1,5
